municipality,year,income men,income women
Slagelse,2011,200310.0,174002.0
Slagelse,2012,205003.0,177222.0
Slagelse,2013,210941.0,180716.0
Slagelse,2014,213353.0,184804.0
Slagelse,2015,218902.0,187264.0
Slagelse,2016,222408.0,191364.0
Slagelse,2017,229672.0,194778.0
Slagelse,2018,233816.0,200245.0
Slagelse,2019,240596.0,204352.0
Slagelse,2020,248671.0,213821.0
Slagelse,2021,265387.0,222315.0
Slagelse,2022,271319.0,222711.0
Slagelse,2023,273805.0,227340.0
Solrød,1987,107515.0,76270.0
Solrød,1988,110683.0,82028.0
Solrød,1989,117998.0,87642.0
Solrød,1990,121361.0,91376.0
Solrød,1991,125660.0,97277.0
Solrød,1992,126500.0,98587.0
Solrød,1993,141318.0,101871.0
Solrød,1994,145756.0,109608.0
Solrød,1995,153695.0,114449.0
Solrød,1996,162870.0,119211.0
Solrød,1997,169194.0,123244.0
Solrød,1998,179434.0,129955.0
Solrød,1999,181824.0,134977.0
Solrød,2000,193373.0,139966.0
Solrød,2001,198698.0,146105.0
Solrød,2002,205491.0,153823.0
Solrød,2003,211454.0,159059.0
Solrød,2004,219864.0,168518.0
Solrød,2005,230061.0,173765.0
Solrød,2006,239782.0,177788.0
Solrød,2007,249673.0,187013.0
Solrød,2008,239359.0,183673.0
Solrød,2009,220805.0,182158.0
Solrød,2010,250709.0,197800.0
Solrød,2011,263860.0,206883.0
Solrød,2012,272203.0,211368.0
Solrød,2013,275251.0,215449.0
Solrød,2014,290706.0,222877.0
Solrød,2015,298294.0,229550.0
Solrød,2016,308174.0,235526.0
Solrød,2017,314919.0,238646.0
Solrød,2018,319675.0,245876.0
Solrød,2019,329792.0,268401.0
Solrød,2020,350482.0,267363.0
Solrød,2021,369385.0,274555.0
Solrød,2022,357874.0,273814.0
Solrød,2023,379419.0,287777.0
Sorø,1987,85110.0,65001.0
Sorø,1988,88938.0,69380.0
Sorø,1989,97744.0,74800.0
Sorø,1990,98688.0,77806.0
Sorø,1991,103392.0,81894.0
Sorø,1992,105308.0,84733.0
Sorø,1993,108251.0,87443.0
Sorø,1994,116563.0,93670.0
Sorø,1995,122878.0,97881.0
Sorø,1996,128349.0,101718.0
Sorø,1997,131679.0,104951.0
Sorø,1998,137970.0,110373.0
Sorø,1999,143291.0,114348.0
Sorø,2000,149238.0,118396.0
Sorø,2001,155717.0,124423.0
Sorø,2002,159341.0,130337.0
Sorø,2003,162878.0,135698.0
Sorø,2004,175072.0,142947.0
Sorø,2005,182625.0,148893.0
Sorø,2006,190262.0,152696.0
Sorø,2007,191393.0,156234.0
Sorø,2008,178895.0,160776.0
Sorø,2009,191687.0,167291.0
Sorø,2010,206133.0,176399.0
Sorø,2011,209931.0,180751.0
Sorø,2012,215139.0,185351.0
Sorø,2013,225023.0,189610.0
Sorø,2014,227766.0,195037.0
Sorø,2015,234217.0,199381.0
Sorø,2016,236250.0,201677.0
Sorø,2017,245135.0,206345.0
Sorø,2018,248841.0,210648.0
Sorø,2019,262432.0,215584.0
Sorø,2020,267748.0,224831.0
Sorø,2021,285059.0,233792.0
Sorø,2022,286155.0,233621.0
Sorø,2023,299005.0,239501.0
Stevns,1987,90897.0,66546.0
Stevns,1988,94250.0,72312.0
Stevns,1989,99678.0,77330.0
Stevns,1990,103854.0,81725.0
Stevns,1991,109925.0,85695.0
Stevns,1992,111976.0,88800.0
Stevns,1993,116184.0,92714.0
Stevns,1994,124912.0,98550.0
Stevns,1995,130219.0,102473.0
Stevns,1996,135074.0,105760.0
Stevns,1997,140673.0,110289.0
Stevns,1998,145256.0,115038.0
Stevns,1999,150540.0,119515.0
Stevns,2000,156687.0,123221.0
Stevns,2001,162776.0,128829.0
Stevns,2002,164598.0,134626.0
Stevns,2003,169214.0,139233.0
Stevns,2004,178183.0,146243.0
Stevns,2005,186405.0,151956.0
Stevns,2006,194779.0,155435.0
Stevns,2007,198253.0,160036.0
Stevns,2008,202693.0,162845.0
Stevns,2009,191892.0,167862.0
Stevns,2010,209153.0,180565.0
Stevns,2011,214979.0,181289.0
Stevns,2012,216796.0,186333.0
Stevns,2013,224904.0,190688.0
Stevns,2014,232694.0,195162.0
Stevns,2015,236157.0,198307.0
Stevns,2016,238117.0,202984.0
Stevns,2017,245473.0,207466.0
Stevns,2018,254561.0,212909.0
Stevns,2019,266419.0,217728.0
Stevns,2020,270768.0,227344.0
Stevns,2021,283462.0,236385.0
Stevns,2022,291138.0,234478.0
Stevns,2023,296179.0,241246.0
Struer,1987,83621.0,64589.0
Struer,1988,86649.0,68942.0
Struer,1989,90803.0,73473.0
Struer,1990,94431.0,77477.0
Struer,1991,99858.0,80915.0
Struer,1992,103420.0,84321.0
Struer,1993,106161.0,88308.0
Struer,1994,115346.0,92318.0
Struer,1995,123262.0,97015.0
Struer,1996,129601.0,100557.0
Struer,1997,136231.0,104390.0
Struer,1998,139330.0,108334.0
Struer,1999,140363.0,111046.0
Struer,2000,146942.0,115186.0
Struer,2001,151936.0,120143.0
Struer,2002,154833.0,124649.0
Struer,2003,155746.0,127630.0
Struer,2004,168560.0,135487.0
Struer,2005,177140.0,139558.0
Struer,2006,182873.0,143438.0
Struer,2007,185748.0,147962.0
Struer,2008,189329.0,150753.0
Struer,2009,185346.0,157307.0
Struer,2010,199621.0,167637.0
Struer,2011,206112.0,170447.0
Struer,2012,212987.0,173733.0
Struer,2013,217238.0,175911.0
Struer,2014,214843.0,178156.0
Struer,2015,221239.0,179941.0
Struer,2016,223068.0,181346.0
Struer,2017,231811.0,185566.0
Struer,2018,237037.0,189394.0
Struer,2019,246529.0,194706.0
Struer,2020,253608.0,204629.0
Struer,2021,270770.0,210890.0
Struer,2022,273623.0,214349.0
Struer,2023,282322.0,215200.0
Svendborg,1987,84101.0,63317.0
Svendborg,1988,87639.0,67988.0
Svendborg,1989,91554.0,73345.0
Svendborg,1990,95262.0,76414.0
Svendborg,1991,100207.0,80239.0
Svendborg,1992,103361.0,83508.0
Svendborg,1993,106670.0,85989.0
Svendborg,1994,113476.0,91775.0
Svendborg,1995,117958.0,95121.0
Svendborg,1996,123876.0,98564.0
Svendborg,1997,127533.0,102004.0
Svendborg,1998,134225.0,106063.0
Svendborg,1999,134880.0,110334.0
Svendborg,2000,140347.0,114109.0
Svendborg,2001,145645.0,118350.0
Svendborg,2002,151356.0,124579.0
Svendborg,2003,155045.0,128421.0
Svendborg,2004,162021.0,135453.0
Svendborg,2005,168765.0,139884.0
Svendborg,2006,177241.0,143926.0
Svendborg,2007,185804.0,149917.0
Svendborg,2008,187972.0,154204.0
Svendborg,2009,188104.0,161173.0
Svendborg,2010,202342.0,171862.0
Svendborg,2011,204751.0,174169.0
Svendborg,2012,211638.0,177033.0
Svendborg,2013,216972.0,180649.0
Svendborg,2014,221958.0,184994.0
Svendborg,2015,225324.0,189350.0
Svendborg,2016,229785.0,191252.0
Svendborg,2017,234365.0,195545.0
Svendborg,2018,237770.0,199610.0
Svendborg,2019,251942.0,206657.0
Svendborg,2020,260918.0,219982.0
Svendborg,2021,273084.0,231931.0
Svendborg,2022,278774.0,227463.0
Svendborg,2023,285837.0,235243.0
Syddjurs,1987,86778.0,64308.0
Syddjurs,1988,88687.0,69181.0
Syddjurs,1989,94107.0,74288.0
Syddjurs,1990,96957.0,78182.0
Syddjurs,1991,101857.0,82083.0
Syddjurs,1992,105399.0,85567.0
Syddjurs,1993,109004.0,88900.0
Syddjurs,1994,117669.0,90372.0
Syddjurs,1995,125631.0,98162.0
Syddjurs,1996,130628.0,102202.0
Syddjurs,1997,135413.0,105699.0
Syddjurs,1998,141050.0,110368.0
Syddjurs,1999,147117.0,114872.0
Syddjurs,2000,151847.0,118635.0
Syddjurs,2001,155361.0,124359.0
Syddjurs,2002,161124.0,130231.0
Syddjurs,2003,164212.0,134253.0
Syddjurs,2004,177336.0,141590.0
Syddjurs,2005,180420.0,147007.0
Syddjurs,2006,189913.0,152446.0
Syddjurs,2007,194200.0,169336.0
Syddjurs,2008,191688.0,160410.0
Syddjurs,2009,190397.0,164285.0
Syddjurs,2010,209027.0,173272.0
Syddjurs,2011,212458.0,179108.0
Syddjurs,2012,221667.0,185033.0
Syddjurs,2013,226876.0,198613.0
Syddjurs,2014,225698.0,194214.0
Syddjurs,2015,233196.0,199016.0
Syddjurs,2016,243450.0,199882.0
Syddjurs,2017,248410.0,206240.0
Syddjurs,2018,251374.0,208553.0
Syddjurs,2019,262724.0,217631.0
Syddjurs,2020,275311.0,227773.0
Syddjurs,2021,295772.0,242532.0
Syddjurs,2022,286160.0,233137.0
Syddjurs,2023,293881.0,239514.0
Sønderborg,1987,86556.0,64057.0
Sønderborg,1988,90494.0,68854.0
Sønderborg,1989,96295.0,73465.0
Sønderborg,1990,99732.0,76540.0
Sønderborg,1991,103906.0,79948.0
Sønderborg,1992,109037.0,84156.0
Sønderborg,1993,112153.0,87307.0
Sønderborg,1994,121057.0,92515.0
Sønderborg,1995,127001.0,97043.0
Sønderborg,1996,131580.0,100677.0
Sønderborg,1997,136462.0,104228.0
Sønderborg,1998,141446.0,109059.0
Sønderborg,1999,141197.0,111957.0
Sønderborg,2000,149408.0,116215.0
Sønderborg,2001,154222.0,120247.0
Sønderborg,2002,153470.0,125351.0
Sønderborg,2003,150925.0,129728.0
Sønderborg,2004,167987.0,136926.0
Sønderborg,2005,171627.0,139701.0
Sønderborg,2006,178906.0,143565.0
Sønderborg,2007,180945.0,147184.0
Sønderborg,2008,179748.0,152130.0
Sønderborg,2009,155976.0,157953.0
Sønderborg,2010,198924.0,167194.0
Sønderborg,2011,200209.0,169071.0
Sønderborg,2012,210284.0,171832.0
Sønderborg,2013,211032.0,174242.0
Sønderborg,2014,217332.0,177983.0
Sønderborg,2015,219589.0,180676.0
Sønderborg,2016,222871.0,184387.0
Sønderborg,2017,232424.0,188984.0
Sønderborg,2018,237119.0,194515.0
Sønderborg,2019,246181.0,199567.0
Sønderborg,2020,254855.0,208512.0
Sønderborg,2021,267314.0,217356.0
Sønderborg,2022,269627.0,215998.0
Sønderborg,2023,278225.0,221438.0
Thisted,1987,80271.0,63149.0
Thisted,1988,80822.0,67296.0
Thisted,1989,85465.0,72467.0
Thisted,1990,90169.0,75854.0
Thisted,1991,96849.0,79656.0
Thisted,1992,99846.0,83136.0
Thisted,1993,102571.0,86222.0
Thisted,1994,111372.0,90944.0
Thisted,1995,116859.0,94043.0
Thisted,1996,120995.0,97279.0
Thisted,1997,128102.0,100726.0
Thisted,1998,132181.0,105400.0
Thisted,1999,134558.0,108628.0
Thisted,2000,140630.0,114914.0
Thisted,2001,147691.0,119041.0
Thisted,2002,147336.0,122567.0
Thisted,2003,148424.0,126886.0
Thisted,2004,161100.0,133956.0
Thisted,2005,167736.0,137566.0
Thisted,2006,178972.0,141018.0
Thisted,2007,184671.0,146016.0
Thisted,2008,173527.0,148368.0
Thisted,2009,169729.0,155334.0
Thisted,2010,185826.0,165585.0
Thisted,2011,193560.0,168696.0
Thisted,2012,198981.0,171018.0
Thisted,2013,209391.0,174140.0
Thisted,2014,209010.0,176819.0
Thisted,2015,217984.0,180198.0
Thisted,2016,223231.0,183179.0
Thisted,2017,230937.0,187418.0
Thisted,2018,233972.0,191844.0
Thisted,2019,248518.0,196741.0
Thisted,2020,255841.0,208947.0
Thisted,2021,271702.0,211287.0
Thisted,2022,277958.0,210860.0
Thisted,2023,275406.0,215469.0
Tårnby,1987,101004.0,74696.0
Tårnby,1988,103209.0,78883.0
Tårnby,1989,107501.0,83165.0
Tårnby,1990,110449.0,86708.0
Tårnby,1991,114225.0,90378.0
Tårnby,1992,117192.0,93204.0
Tårnby,1993,120394.0,95514.0
Tårnby,1994,128521.0,102421.0
Tårnby,1995,132850.0,106320.0
Tårnby,1996,138399.0,110340.0
Tårnby,1997,142312.0,114182.0
Tårnby,1998,147816.0,119601.0
Tårnby,1999,152124.0,123794.0
Tårnby,2000,156773.0,128095.0
Tårnby,2001,162901.0,133669.0
Tårnby,2002,169369.0,140117.0
Tårnby,2003,175758.0,146830.0
Tårnby,2004,185095.0,154846.0
Tårnby,2005,191558.0,160458.0
Tårnby,2006,197940.0,165297.0
Tårnby,2007,199879.0,167826.0
Tårnby,2008,201587.0,172146.0
Tårnby,2009,202867.0,176808.0
Tårnby,2010,218719.0,189258.0
Tårnby,2011,227021.0,193176.0
Tårnby,2012,228766.0,197653.0
Tårnby,2013,233100.0,202633.0
Tårnby,2014,237590.0,208313.0
Tårnby,2015,244389.0,212200.0
Tårnby,2016,248872.0,217110.0
Tårnby,2017,257232.0,221845.0
Tårnby,2018,265268.0,227713.0
Tårnby,2019,270387.0,235074.0
Tårnby,2020,282874.0,248655.0
Tårnby,2021,295570.0,256674.0
Tårnby,2022,298819.0,256194.0
Tårnby,2023,315494.0,266448.0
Tønder,1987,82648.0,64218.0
Tønder,1988,86935.0,69055.0
Tønder,1989,91566.0,73986.0
Tønder,1990,94731.0,77550.0
Tønder,1991,100725.0,81424.0
Tønder,1992,103820.0,84640.0
Tønder,1993,106932.0,87760.0
Tønder,1994,117327.0,92242.0
Tønder,1995,122653.0,96288.0
Tønder,1996,126309.0,99650.0
Tønder,1997,130379.0,102339.0
Tønder,1998,135787.0,107066.0
Tønder,1999,136629.0,109829.0
Tønder,2000,143269.0,113764.0
Tønder,2001,145972.0,117371.0
Tønder,2002,145609.0,122134.0
Tønder,2003,148722.0,126014.0
Tønder,2004,159525.0,132733.0
Tønder,2005,164537.0,135810.0
Tønder,2006,175598.0,140318.0
Tønder,2007,180014.0,143611.0
Tønder,2008,160782.0,148041.0
Tønder,2009,161015.0,153533.0
Tønder,2010,177280.0,162696.0
Tønder,2011,183608.0,164445.0
Tønder,2012,185553.0,165987.0
Tønder,2013,197662.0,168069.0
Tønder,2014,198361.0,170827.0
Tønder,2015,203745.0,175406.0
Tønder,2016,206524.0,177817.0
Tønder,2017,224583.0,181751.0
Tønder,2018,223208.0,186426.0
Tønder,2019,238083.0,194351.0
Tønder,2020,246461.0,200442.0
Tønder,2021,258385.0,207181.0
Tønder,2022,277362.0,208144.0
Tønder,2023,273394.0,212772.0
Vallensbæk,1987,109256.0,80918.0
Vallensbæk,1988,112329.0,85743.0
Vallensbæk,1989,118643.0,90501.0
Vallensbæk,1990,120745.0,94311.0
Vallensbæk,1991,126511.0,98170.0
Vallensbæk,1992,129518.0,102846.0
Vallensbæk,1993,135378.0,105777.0
Vallensbæk,1994,145750.0,113282.0
Vallensbæk,1995,150738.0,115812.0
Vallensbæk,1996,158005.0,120947.0
Vallensbæk,1997,167227.0,127436.0
Vallensbæk,1998,173074.0,133431.0
Vallensbæk,1999,181335.0,137361.0
Vallensbæk,2000,185606.0,142130.0
Vallensbæk,2001,189768.0,148356.0
Vallensbæk,2002,196419.0,154526.0
Vallensbæk,2003,204200.0,161654.0
Vallensbæk,2004,211757.0,169257.0
Vallensbæk,2005,220568.0,175773.0
Vallensbæk,2006,226921.0,180477.0
Vallensbæk,2007,226814.0,182414.0
Vallensbæk,2008,223659.0,183763.0
Vallensbæk,2009,223277.0,186017.0
Vallensbæk,2010,244893.0,201005.0
Vallensbæk,2011,248237.0,203818.0
Vallensbæk,2012,253242.0,207959.0
Vallensbæk,2013,259235.0,213426.0
Vallensbæk,2014,271670.0,217757.0
Vallensbæk,2015,273510.0,220636.0
Vallensbæk,2016,270968.0,223828.0
Vallensbæk,2017,273901.0,226777.0
Vallensbæk,2018,280074.0,231696.0
Vallensbæk,2019,286406.0,236739.0
Vallensbæk,2020,300591.0,251439.0
Vallensbæk,2021,314076.0,259654.0
Vallensbæk,2022,309532.0,255749.0
Vallensbæk,2023,322344.0,260761.0
Varde,1987,83460.0,64121.0
Varde,1988,87455.0,69694.0
Varde,1989,93375.0,74123.0
Varde,1990,97424.0,78218.0
Varde,1991,104081.0,82167.0
Varde,1992,107086.0,85756.0
Varde,1993,110480.0,89014.0
Varde,1994,119723.0,94417.0
Varde,1995,126603.0,98161.0
Varde,1996,131763.0,101852.0
Varde,1997,136702.0,105177.0
Varde,1998,140300.0,109817.0
Varde,1999,143583.0,112747.0
Varde,2000,148561.0,116732.0
Varde,2001,152799.0,120944.0
Varde,2002,155804.0,126076.0
Varde,2003,159090.0,130274.0
Varde,2004,170862.0,137925.0
Varde,2005,178190.0,141573.0
Varde,2006,185794.0,146532.0
Varde,2007,191910.0,150050.0
Varde,2008,176315.0,154141.0
Varde,2009,177724.0,159172.0
Varde,2010,194391.0,168840.0
Varde,2011,204305.0,171545.0
Varde,2012,212145.0,175645.0
Varde,2013,228190.0,179237.0
Varde,2014,220601.0,181855.0
Varde,2015,225513.0,184383.0
Varde,2016,227260.0,186421.0
Varde,2017,239699.0,191474.0
Varde,2018,241770.0,195309.0
Varde,2019,254166.0,200854.0
Varde,2020,265759.0,211190.0
Varde,2021,282081.0,218077.0
Varde,2022,289456.0,218166.0
Varde,2023,295164.0,223879.0
Vejen,1987,80283.0,62941.0
Vejen,1988,85392.0,67924.0
Vejen,1989,90110.0,72661.0
Vejen,1990,92945.0,76244.0
Vejen,1991,99568.0,80520.0
Vejen,1992,103067.0,83784.0
Vejen,1993,106325.0,86954.0
Vejen,1994,114887.0,91675.0
Vejen,1995,122034.0,95107.0
Vejen,1996,125335.0,98722.0
Vejen,1997,130084.0,101898.0
Vejen,1998,134375.0,106198.0
Vejen,1999,137942.0,110269.0
Vejen,2000,143892.0,113734.0
Vejen,2001,148990.0,118800.0
Vejen,2002,151486.0,123767.0
Vejen,2003,154643.0,127942.0
Vejen,2004,164719.0,135435.0
Vejen,2005,172926.0,138991.0
Vejen,2006,180441.0,142833.0
Vejen,2007,182394.0,145704.0
Vejen,2008,171157.0,151647.0
Vejen,2009,172777.0,156021.0
Vejen,2010,192436.0,167739.0
Vejen,2011,196925.0,166672.0
Vejen,2012,205792.0,174496.0
Vejen,2013,216261.0,177537.0
Vejen,2014,212557.0,181913.0
Vejen,2015,219649.0,187291.0
Vejen,2016,220138.0,187161.0
Vejen,2017,234973.0,192589.0
Vejen,2018,238084.0,198001.0
Vejen,2019,250082.0,200821.0
Vejen,2020,262885.0,210412.0
Vejen,2021,276904.0,220189.0
Vejen,2022,287437.0,217224.0
Vejen,2023,296928.0,437873.0
Vejle,1987,84813.0,65298.0
Vejle,1988,89584.0,70016.0
Vejle,1989,94568.0,74870.0
Vejle,1990,98040.0,79630.0
Vejle,1991,103232.0,82587.0
Vejle,1992,108413.0,86238.0
Vejle,1993,110221.0,88860.0
Vejle,1994,120236.0,95411.0
Vejle,1995,127423.0,99698.0
Vejle,1996,131912.0,104021.0
Vejle,1997,139914.0,109527.0
Vejle,1998,143709.0,113394.0
Vejle,1999,148348.0,120999.0
Vejle,2000,154975.0,121912.0
Vejle,2001,158781.0,126707.0
Vejle,2002,163972.0,132406.0
Vejle,2003,168474.0,137812.0
Vejle,2004,180185.0,146079.0
Vejle,2005,188909.0,149966.0
Vejle,2006,198968.0,155256.0
Vejle,2007,201983.0,159006.0
Vejle,2008,195577.0,164018.0
Vejle,2009,195583.0,171622.0
Vejle,2010,218774.0,182642.0
Vejle,2011,219818.0,184167.0
Vejle,2012,227993.0,187132.0
Vejle,2013,232143.0,191919.0
Vejle,2014,234938.0,196317.0
Vejle,2015,248132.0,199706.0
Vejle,2016,251022.0,203483.0
Vejle,2017,262564.0,207727.0
Vejle,2018,267252.0,212408.0
Vejle,2019,277732.0,220426.0
Vejle,2020,291207.0,229851.0
Vejle,2021,309151.0,239828.0
Vejle,2022,308952.0,237380.0
Vejle,2023,318062.0,247672.0
Vesthimmerlands,1987,76032.0,62104.0
Vesthimmerlands,1988,80547.0,67139.0
Vesthimmerlands,1989,84435.0,72092.0
Vesthimmerlands,1990,86448.0,75482.0
Vesthimmerlands,1991,91932.0,79515.0
Vesthimmerlands,1992,95939.0,83300.0
Vesthimmerlands,1993,99263.0,85911.0
Vesthimmerlands,1994,109977.0,91124.0
Vesthimmerlands,1995,115173.0,94058.0
Vesthimmerlands,1996,118524.0,97229.0
Vesthimmerlands,1997,123274.0,100299.0
Vesthimmerlands,1998,128416.0,104927.0
Vesthimmerlands,1999,130372.0,107530.0
Vesthimmerlands,2000,134590.0,111469.0
Vesthimmerlands,2001,139824.0,115721.0
Vesthimmerlands,2002,144807.0,121742.0
Vesthimmerlands,2003,148070.0,125437.0
Vesthimmerlands,2004,157836.0,132362.0
Vesthimmerlands,2005,165736.0,135937.0
Vesthimmerlands,2006,172620.0,140183.0
Vesthimmerlands,2007,177101.0,144531.0
Vesthimmerlands,2008,164093.0,148310.0
Vesthimmerlands,2009,164701.0,153971.0
Vesthimmerlands,2010,177144.0,163350.0
Vesthimmerlands,2011,190119.0,165291.0
Vesthimmerlands,2012,195016.0,169019.0
Vesthimmerlands,2013,203842.0,171772.0
Vesthimmerlands,2014,204488.0,175274.0
Vesthimmerlands,2015,208178.0,177068.0
Vesthimmerlands,2016,211984.0,180070.0
Vesthimmerlands,2017,223701.0,184431.0
Vesthimmerlands,2018,225586.0,190539.0
Vesthimmerlands,2019,240784.0,195228.0
Vesthimmerlands,2020,247203.0,204548.0
Vesthimmerlands,2021,264442.0,223500.0
Vesthimmerlands,2022,277949.0,213035.0
Vesthimmerlands,2023,278087.0,218243.0
Viborg,1987,82446.0,65304.0
Viborg,1988,85964.0,69893.0
Viborg,1989,92125.0,74818.0
Viborg,1990,95652.0,78175.0
Viborg,1991,100465.0,82717.0
Viborg,1992,103357.0,85551.0
Viborg,1993,106446.0,88268.0
Viborg,1994,115955.0,94065.0
Viborg,1995,121847.0,98001.0
Viborg,1996,125724.0,101800.0
Viborg,1997,132051.0,105560.0
Viborg,1998,137482.0,110779.0
Viborg,1999,140086.0,114281.0
Viborg,2000,145990.0,118668.0
Viborg,2001,151041.0,123280.0
Viborg,2002,154415.0,128729.0
Viborg,2003,158876.0,133559.0
Viborg,2004,167934.0,140850.0
Viborg,2005,175659.0,144757.0
Viborg,2006,185043.0,149509.0
Viborg,2007,190953.0,154243.0
Viborg,2008,182752.0,158193.0
Viborg,2009,186691.0,166121.0
Viborg,2010,205475.0,177652.0
Viborg,2011,207966.0,180408.0
Viborg,2012,213288.0,183765.0
Viborg,2013,224482.0,186869.0
Viborg,2014,224129.0,190442.0
Viborg,2015,230271.0,193878.0
Viborg,2016,234171.0,196234.0
Viborg,2017,247365.0,200346.0
Viborg,2018,253536.0,205555.0
Viborg,2019,260946.0,210967.0
Viborg,2020,273226.0,220711.0
Viborg,2021,286928.0,228225.0
Viborg,2022,291144.0,227824.0
Viborg,2023,291602.0,231224.0
Vordingborg,1987,81854.0,65444.0
Vordingborg,1988,85386.0,69259.0
Vordingborg,1989,90319.0,74510.0
Vordingborg,1990,93644.0,77725.0
Vordingborg,1991,98363.0,81770.0
Vordingborg,1992,99905.0,84676.0
Vordingborg,1993,103736.0,87785.0
Vordingborg,1994,111872.0,93203.0
Vordingborg,1995,115182.0,95916.0
Vordingborg,1996,119170.0,99616.0
Vordingborg,1997,124109.0,102676.0
Vordingborg,1998,128834.0,107427.0
Vordingborg,1999,133326.0,111791.0
Vordingborg,2000,139439.0,115880.0
Vordingborg,2001,143280.0,120897.0
Vordingborg,2002,147488.0,126254.0
Vordingborg,2003,151354.0,131071.0
Vordingborg,2004,158599.0,137540.0
Vordingborg,2005,167482.0,142134.0
Vordingborg,2006,172091.0,147164.0
Vordingborg,2007,176388.0,150747.0
Vordingborg,2008,168532.0,153957.0
Vordingborg,2009,171894.0,159347.0
Vordingborg,2010,188466.0,171666.0
Vordingborg,2011,192071.0,172059.0
Vordingborg,2012,196710.0,176657.0
Vordingborg,2013,204645.0,181186.0
Vordingborg,2014,205889.0,186762.0
Vordingborg,2015,214400.0,188010.0
Vordingborg,2016,213952.0,189399.0
Vordingborg,2017,220136.0,193682.0
Vordingborg,2018,225746.0,198645.0
Vordingborg,2019,233598.0,202228.0
Vordingborg,2020,245199.0,215224.0
Vordingborg,2021,257814.0,222206.0
Vordingborg,2022,265702.0,227613.0
Vordingborg,2023,268259.0,227376.0
Ærø,1987,82487.0,57261.0
Ærø,1988,86149.0,62636.0
Ærø,1989,89378.0,68738.0
Ærø,1990,93198.0,71506.0
Ærø,1991,99750.0,75948.0
Ærø,1992,105406.0,78565.0
Ærø,1993,105438.0,81771.0
Ærø,1994,115672.0,86776.0
Ærø,1995,121524.0,90888.0
Ærø,1996,121760.0,94507.0
Ærø,1997,128406.0,96888.0
Ærø,1998,131887.0,100584.0
Ærø,1999,131600.0,104961.0
Ærø,2000,134979.0,107273.0
Ærø,2001,142861.0,111287.0
Ærø,2002,147124.0,119441.0
Ærø,2003,149633.0,123649.0
Ærø,2004,156478.0,128422.0
Ærø,2005,155791.0,133560.0
Ærø,2006,167445.0,136148.0
Ærø,2007,182165.0,143681.0
Ærø,2008,179022.0,146799.0
Ærø,2009,180838.0,148708.0
Ærø,2010,187783.0,161197.0
Ærø,2011,192066.0,156279.0
Ærø,2012,196881.0,162275.0
Ærø,2013,194492.0,166798.0
Ærø,2014,206993.0,169467.0
Ærø,2015,204909.0,172678.0
Ærø,2016,210484.0,180018.0
Ærø,2017,215283.0,179810.0
Ærø,2018,217971.0,185012.0
Ærø,2019,225701.0,188526.0
Ærø,2020,232022.0,200148.0
Ærø,2021,244702.0,204311.0
Ærø,2022,245977.0,201401.0
Ærø,2023,256308.0,202739.0
